context,CPP,Energy,H1A1c,H1A2c,H1A3c,H1H2c,H2H4c,H2KH5Kc,H42Kc,HNR05,HNR15,HNR25,HNR35,SHR,soe,Z1mnZ0,Z2mnZ1,Z3mnZ2,Z4mnZ3,F0Bark,A1mnA2,A1mnA3,A2mnA3
Non-Guttural,27.67016667,3.096833333,19.2515,-0.743833333,6.499,10.10583333,2.294,16.02683333,1.171,45.628,52.81483333,53.0675,47.9615,0,0.129333333,1.931973997,10.01682615,1.271971665,1.565548158,2.511482481,-19.99533333,-12.75266667,7.242666667
Non-Guttural,28.2995,2.402333333,20.33633333,1.5635,6.349333333,9.081166667,1.576333333,16.05066667,2.781333333,45.91366667,52.38266667,53.861,50.00183333,0,0.137833333,1.85892186,10.06158762,1.28671227,1.6353641,2.559075884,-18.773,-13.9865,4.7865
Guttural,26.03266667,4.1185,17.76133333,4.4165,5.479666667,9.51,0.060333333,15.69083333,1.426333333,39.26,44.41883333,45.80883333,42.205,0.171666667,0.134833333,1.970800079,9.04673197,1.969592765,1.844753042,2.572020458,-13.34466667,-12.28116667,1.0635
Guttural,26.7505,2.947666667,17.52266667,8.031166667,5.038333333,9.6765,0.248666667,14.6525,1.139333333,44.16783333,49.36383333,51.1425,48.86433333,0.162833333,0.141,1.981110788,8.533095393,2.305593522,1.92690755,2.5877408,-9.4915,-12.48433333,-2.992833333
Guttural,28.03366667,4.334166667,16.56333333,7.197666667,7.350166667,11.28683333,-0.110166667,11.74283333,3.048,44.99366667,52.9185,53.1505,49.9135,0.386166667,0.1065,2.126884455,9.151521379,1.757280832,1.790349255,2.497747635,-9.3655,-9.212833333,0.152666667
Non-Guttural,27.9615,2.226166667,17.93816667,-0.005833333,8.148,12.00033333,-2.795333333,18.6235,3.2975,44.81166667,52.155,53.30266667,49.66433333,0,0.136833333,2.077326783,9.758868001,1.22979058,1.721381373,2.555968022,-17.944,-9.790166667,8.153833333
Non-Guttural,28.62466667,2.284666667,18.38183333,-0.562166667,9.538666667,11.14216667,-0.045833333,21.0965,1.9335,47.9655,55.14216667,55.44416667,51.41116667,0,0.144333333,2.040123802,9.897463413,1.112779723,1.755242747,2.559505236,-18.944,-8.843333333,10.10066667
Non-Guttural,25.99083333,2.385333333,19.20283333,2.658666667,9.2265,9.395833333,1.984166667,19.20833333,4.875666667,41.7585,50.02616667,50.181,46.13333333,0,0.128166667,1.807173045,10.00863389,1.162180812,1.91924298,2.449508141,-16.54366667,-9.975833333,6.567833333
Non-Guttural,26.90433333,3.723166667,23.99216667,2.489333333,7.8425,6.250333333,4.357333333,16.7455,3.993,49.1935,58.10483333,59.15583333,54.4895,0,0.109833333,1.391852478,10.53683646,1.290233343,1.84499621,2.450052765,-21.50283333,-16.15,5.352833333
Non-Guttural,27.02266667,2.750833333,21.97466667,1.670666667,8.358166667,6.169333333,2.7895,16.29566667,4.880166667,47.22466667,55.40783333,55.9465,52.22966667,0,0.1125,1.461548028,10.34562806,1.293644502,1.973563687,2.480790485,-20.3035,-13.6165,6.687
Non-Guttural,27.69683333,3.393333333,21.4805,-0.759833333,8.288833333,8.171666667,1.7645,14.38466667,2.901,47.78416667,55.44833333,55.87283333,51.81783333,0,0.104666667,1.669591244,10.2489477,1.158150787,1.982780273,2.480349278,-22.24,-13.19083333,9.049166667
Guttural,27.50933333,2.825166667,17.234,10.06183333,3.912166667,11.3,-1.834,14.60166667,3.104833333,45.18,50.5245,53.201,51.1675,0.219166667,0.142333333,2.083101948,8.435312434,2.527709975,1.888414245,2.607247655,-7.172166667,-13.32166667,-6.1495
Guttural,28.73133333,2.554166667,19.07016667,7.857666667,5.418,10.2505,0.733666667,16.27566667,1.6125,47.1465,52.551,53.69266667,51.3655,0,0.130833333,1.951143874,8.843238918,2.159138527,1.905388977,2.601932335,-11.21266667,-13.65233333,-2.439666667
Guttural,26.81716667,2.8435,16.54166667,9.361333333,4.723833333,11.5495,-0.167166667,20.13033333,0.339833333,47.18116667,51.69883333,53.73933333,51.765,0.3285,0.143166667,2.125309792,8.278175726,2.47325198,1.957355467,2.593224853,-7.180333333,-11.818,-4.637666667
Guttural,27.93033333,3.930833333,20.68966667,6.134666667,2.063833333,10.5765,-0.3955,17.67183333,-0.965333333,47.9885,52.15683333,53.86416667,51.198,0.1255,0.146333333,1.937147378,8.774416204,2.230381153,1.765283288,2.596452771,-14.555,-18.626,-4.071
Guttural,27.127,3.354833333,19.04166667,8.477833333,4.233,11.51933333,-2.0005,10.8135,0.890166667,50.27016667,54.12116667,55.48466667,53.97866667,0,0.119666667,2.05843842,8.31836632,2.376983978,2.140554867,2.609015765,-10.56383333,-14.80866667,-4.244833333
Guttural,26.37766667,3.903,17.55666667,11.47583333,2.1515,11.42633333,0.446833333,17.0045,-2.5735,44.74833333,49.05766667,50.93633333,49.37233333,0.440666667,0.132333333,2.109399086,7.771313906,3.344913733,1.786364452,2.536403415,-6.081,-15.40533333,-9.324333333
Non-Guttural,25.94333333,2.534666667,19.072,-0.647166667,8.9885,8.136666667,2.333,15.898,3.660333333,42.385,50.29516667,51.33166667,46.207,0,0.135666667,1.828195253,10.13031903,0.873184,1.775574545,2.569576882,-19.71916667,-10.08333333,9.635833333
Non-Guttural,25.56083333,2.400333333,18.20366667,1.8175,7.954166667,8.513,2.941666667,12.94083333,4.390666667,42.598,51.17283333,52.336,47.29183333,0,0.119333333,1.874339489,10.0020456,1.18771174,1.586560517,2.536186667,-16.386,-10.24933333,6.136666667
Non-Guttural,26.14283333,2.092,18.94483333,1.767833333,8.661,8.717666667,1.643166667,15.877,4.366166667,44.77183333,52.0065,53.3485,49.08766667,0,0.136,1.872298199,9.922090575,1.117416302,1.576859005,2.590367488,-17.17716667,-10.28366667,6.8935
Non-Guttural,26.50933333,3.07,16.80683333,3.801833333,6.878166667,11.735,-1.807,10.12166667,3.911,43.4615,48.81483333,49.75583333,45.56566667,0.284,0.135333333,2.143486033,9.502138953,1.26780224,1.522044772,2.590580746,-13.00483333,-9.928333333,3.0765
Non-Guttural,26.31266667,2.5495,19.62066667,9.671666667,5.749,8.198333333,4.6795,9.243666667,4.632166667,42.64316667,50.16716667,50.52916667,46.9115,0,0.1175,1.881789477,9.571989166,1.611463285,1.428452058,2.560211494,-9.948833333,-13.8715,-3.922666667
Non-Guttural,26.40666667,2.933333333,19.39466667,7.828333333,4.670666667,8.378333333,4.425,6.316,3.806166667,43.23733333,51.0765,51.29483333,47.28866667,0,0.122666667,1.84961016,9.682334826,1.609059617,1.52707679,2.544004033,-11.56633333,-14.72433333,-3.158
Guttural,26.79416667,2.123666667,17.404,1.093833333,9.033333333,12.13933333,-4.503333333,10.27716667,6.139166667,43.9735,49.36116667,50.13933333,45.37866667,0.070666667,0.118166667,2.175056768,9.501843567,0.904140262,1.658286115,2.640191161,-16.31,-8.370333333,7.939666667
Guttural,27.0125,3.3315,16.82866667,1.100833333,7.705166667,13.29,-6.153,2.106333333,8.443,44.46883333,51.04183333,51.17,46.81083333,0,0.1455,2.320166166,9.142023705,1.131730678,1.720163135,2.739192155,-15.72816667,-9.1235,6.604666667
Guttural,26.442,2.561666667,16.33883333,5.571833333,10.44566667,12.156,-3.235333333,2.734666667,8.674666667,44.28633333,49.08383333,49.43216667,45.803,0,0.136833333,2.246231544,9.158020836,1.180625013,1.775144547,2.674514981,-10.767,-5.893333333,4.873666667
Guttural,27.43783333,3.932,20.20483333,-2.183166667,10.5695,9.030833333,-0.3895,8.581833333,6.877666667,46.60833333,54.90566667,56.442,51.405,0,0.137333333,1.903851259,10.04153736,0.757690527,1.6322217,2.681132626,-22.388,-9.6355,12.7525
Guttural,27.83316667,5.359833333,18.69533333,-2.274833333,5.102333333,12.815,-3.542,11.72583333,3.357666667,44.803,50.74766667,51.76183333,47.18566667,0,0.1215,2.247160024,9.551456035,1.018047728,1.535020192,2.648441002,-20.97033333,-13.593,7.377333333
Guttural,28.152,5.049333333,17.05233333,0.0995,3.848833333,14.51333333,-5.634666667,7.7755,4.669,46.12533333,51.913,53.0595,48.78033333,0,0.123833333,2.325807119,9.294896767,1.351641568,1.47643847,2.66049997,-16.95283333,-13.20366667,3.749166667
Non-Guttural,27.26916667,3.989333333,20.4205,-0.734333333,5.886,9.5095,-0.926,7.399166667,4.393333333,44.45016667,51.59583333,52.49383333,47.58833333,0,0.143833333,1.920201228,9.802509966,1.010024083,1.820820475,2.652660443,-21.155,-14.5345,6.6205
Non-Guttural,26.98883333,2.929833333,17.46816667,-2.557833333,6.2,12.00216667,-4.039666667,8.940666667,3.37,43.29516667,49.89216667,50.97383333,46.55916667,0.398166667,0.129666667,2.144460976,9.699753979,0.913242497,1.86463745,2.593721809,-20.026,-11.26783333,8.758166667
Non-Guttural,26.5795,2.232833333,18.1855,2.195666667,6.999166667,10.7205,-0.395833333,15.1775,3.734666667,46.6575,52.62133333,54.17583333,49.437,0,0.134,2.080623045,9.835822529,1.277450937,1.514415658,2.604599799,-15.98983333,-11.1865,4.803333333
Non-Guttural,28.353,3.507833333,23.4645,-4.9695,2.247666667,8.534,-2.554833333,16.52,4.933166667,43.22016667,52.09266667,54.4095,49.615,0,0.121166667,1.782001089,10.19995289,1.212969387,1.453388898,2.703741239,-28.43416667,-21.21683333,7.217333333
Non-Guttural,28.96466667,3.267666667,25.12,-2.784333333,1.891833333,6.458333333,1.224333333,11.07683333,3.458,44.4895,53.54516667,56.03466667,50.85116667,0,0.1175,1.616770251,10.37831353,1.292025388,1.481782142,2.64425587,-27.90433333,-23.22833333,4.676
Non-Guttural,28.60633333,3.004166667,25.52316667,-0.392333333,1.382833333,7.2185,-0.113166667,14.9615,5.684,45.19516667,54.85133333,56.44183333,51.22983333,0.000333333,0.133333333,1.662528236,10.02098814,1.495526368,1.387485293,2.738103954,-25.9155,-24.14,1.7755
Guttural,28.16616667,4.152,18.656,3.684666667,2.067,10.4425,-3.205833333,6.504666667,7.353666667,44.56783333,50.88316667,52.557,48.38433333,0,0.137666667,2.112497421,9.193251887,1.594082215,1.817860497,2.700292159,-14.97133333,-16.58916667,-1.617833333
Guttural,26.84066667,3.572166667,19.2165,5.988,2.914333333,10.42483333,-1.939166667,7.7205,6.323166667,38.2845,45.052,46.39766667,43.19016667,0,0.1385,2.095916567,8.836016353,1.952277723,1.717655178,2.728037542,-13.2285,-16.302,-3.0735
Guttural,27.29533333,4.223166667,13.07583333,7.876833333,-0.048333333,11.20566667,-5.187666667,8.521666667,5.793,38.9455,43.64533333,45.679,43.23733333,0,0.105833333,2.435782604,8.279762705,2.359817112,1.536513005,2.661719748,-5.199,-13.124,-7.925
Guttural,28.79866667,7.474833333,17.082,12.119,-5.820166667,2.372,7.775833333,12.461,-2.712333333,52.98533333,44.4115,50.46516667,49.318,0,0.069166667,4.321835169,3.449440461,5.365718117,1.295598508,2.619233603,-4.963,-22.90216667,-17.93916667
Guttural,28.82616667,5.985833333,19.14016667,12.818,-7.0965,4.231333333,8.3365,10.835,-4.4555,49.92433333,42.7705,48.4185,47.18216667,0,0.073666667,4.127015765,3.639849785,5.477634465,1.371344168,2.643391882,-6.322333333,-26.23666667,-19.91433333
Guttural,28.216,5.9535,22.03783333,16.06016667,-4.312333333,5.821833333,5.653166667,13.81116667,-0.456333333,49.54733333,42.0055,47.31316667,45.74266667,0,0.083,4.278755026,3.611364349,5.268138428,1.480858578,2.540747783,-5.9775,-26.35,-20.3725
Non-Guttural,25.85483333,1.414333333,19.70316667,22.7815,4.185333333,10.00533333,4.851833333,31.1665,-11.089,43.52566667,48.72483333,58.74783333,59.91683333,0,0.136833333,1.920407879,4.255784755,6.46774907,2.002185587,2.66357174,3.0785,-15.518,-18.5965
Non-Guttural,24.46566667,2.094666667,17.616,18.93833333,5.701166667,10.27166667,4.174166667,31.5815,-8.263333333,42.3565,45.5035,53.23433333,53.51733333,0.550166667,0.138833333,1.980462401,4.707711922,5.929691566,2.022886237,2.532685234,1.322333333,-11.9145,-13.23683333
Non-Guttural,24.665,2.6705,16.57233333,20.039,4.347833333,10.50283333,3.502333333,27.345,-8.775,39.38133333,42.56083333,50.00666667,50.35766667,0.498666667,0.134833333,2.034118136,4.890982694,5.77123827,1.99353466,2.507051234,3.466333333,-12.22466667,-15.691
Non-Guttural,25.9465,2.146166667,22.82733333,22.386,2.62,10.17016667,5.239666667,25.9995,-10.199,39.29533333,42.03283333,50.43283333,51.60816667,0,0.126833333,2.053502049,4.700566828,6.277729077,1.643935692,2.603268213,-0.441,-20.20716667,-19.76616667
Non-Guttural,26.23183333,2.153,19.4945,20.65266667,5.3675,11.20783333,5.204,29.144,-11.102,43.22116667,45.86883333,54.61583333,55.3675,0.070666667,0.106833333,2.074314345,4.619206482,6.098544542,1.942527125,2.598377666,1.158,-14.12733333,-15.28533333
Non-Guttural,26.40133333,2.190333333,18.61133333,21.53866667,2.826833333,11.64933333,3.8105,32.73466667,-12.603,45.267,48.4335,57.359,58.25783333,0.597666667,0.115166667,2.074485571,4.439028589,6.422335989,1.674232535,2.542200727,2.9275,-15.78433333,-18.71183333
Guttural,25.29433333,2.610333333,17.426,21.7145,-2.174,15.104,-1.307333333,35.627,-17.09933333,42.46616667,45.8525,55.91283333,56.4495,0.4015,0.119833333,2.324307217,3.074409961,7.898182057,1.020358033,2.551100124,4.288666667,-19.59983333,-23.8885
Guttural,25.80433333,2.7305,16.48883333,24.04866667,1.396666667,12.6955,1.930833333,35.65066667,-15.00766667,43.3115,45.9985,55.51266667,55.6495,0.603666667,0.134666667,2.181725016,3.736432872,7.218707335,1.279848365,2.558853975,7.560166667,-15.092,-22.65216667
Guttural,26.71683333,2.336333333,16.908,24.25683333,-0.904,13.54983333,0.604333333,35.58683333,-14.9515,44.30333333,47.22783333,57.13066667,57.10016667,0.660833333,0.127,2.209281537,3.539712595,7.442423672,1.322819375,2.566084331,7.348833333,-17.81183333,-25.16066667
Guttural,25.22083333,2.230833333,22.48916667,22.326,-2.471666667,13.7735,-3.722833333,35.6715,-11.03083333,43.7555,47.69683333,56.57033333,56.70783333,0,0.1255,2.078587845,3.001979408,8.336346114,0.901003443,2.583405543,-0.163333333,-24.961,-24.79766667
Guttural,27.2735,2.291333333,21.39583333,23.04183333,-5.835166667,10.134,6.0475,32.4,-12.46666667,41.98533333,46.80433333,56.47133333,56.91983333,0.000166667,0.1075,1.981145044,4.130766084,7.291423712,1.116008353,2.662750963,1.645666667,-27.23116667,-28.87683333
Guttural,26.89466667,2.151166667,17.7595,21.17766667,-4.733833333,12.46,3.0795,29.42516667,-13.80766667,44.07466667,48.10233333,58.669,59.48233333,0.0535,0.112333333,2.254535535,3.996170235,7.126182144,0.987828297,2.647598909,3.418,-22.49333333,-25.91133333
Non-Guttural,25.428,2.8295,18.75083333,19.61583333,0.937166667,15.58616667,-9.237666667,39.0185,-10.53783333,41.79933333,45.43933333,56.00233333,56.87233333,0,0.138666667,2.235259587,2.418502987,7.984478112,1.802233507,2.619319724,0.865,-17.81366667,-18.67866667
Non-Guttural,25.7875,2.564833333,20.486,22.78366667,-1.1675,17.71333333,-9.563166667,38.26216667,-10.8275,43.433,48.35383333,59.08166667,60.41333333,0,0.140666667,2.349846047,2.247471891,8.008644131,1.866776093,2.645108188,2.298,-21.65333333,-23.95133333
Non-Guttural,26.0685,2.072833333,17.599,26.26816667,1.739166667,13.40633333,1.054,34.20733333,-13.63316667,42.59333333,47.56833333,58.03166667,59.1015,0,0.136333333,2.258314657,3.430002384,6.907987481,2.061512642,2.675897978,8.669,-15.85983333,-24.52883333
Non-Guttural,26.70833333,2.219666667,19.81766667,21.2335,-0.611666667,13.9115,-5.925,39.06233333,-10.19316667,46.1555,52.46883333,62.73866667,63.74116667,0,0.119666667,2.098741908,2.718190058,7.91039237,1.895325527,2.617257366,1.416166667,-20.42916667,-21.84533333
Non-Guttural,26.14216667,1.9605,18.7085,22.517,1.6195,15.2175,-3.086,36.55516667,-13.07316667,44.82783333,48.55783333,59.34066667,60.8085,0.160833333,0.133166667,2.326324678,2.973923253,7.442325076,1.979677195,2.564385483,3.809,-17.08866667,-20.89766667
Non-Guttural,25.89066667,2.306333333,18.13533333,22.26183333,2.416833333,15.37683333,-3.7505,36.84566667,-12.1965,45.90116667,48.9575,59.43433333,60.35033333,0,0.129333333,2.319065277,2.987180031,7.393088506,2.001798902,2.581569957,4.127,-15.71833333,-19.84533333
Guttural,24.50666667,4.273166667,17.0985,14.10166667,-6.083666667,13.81083333,-7.966666667,36.47066667,-12.3425,40.97716667,44.51383333,55.23483333,55.63516667,0,0.138,2.234760084,2.25867832,8.726466822,1.00130684,2.606322362,-2.996666667,-23.18233333,-20.18566667
Guttural,26.66616667,4.187666667,18.15533333,17.709,-8.775833333,16.50166667,-8.722333333,33.1835,-11.698,39.33483333,43.37766667,53.93566667,54.23366667,0,0.137833333,2.362206791,2.279633987,8.560880113,1.100397795,2.646210059,-0.446333333,-26.93066667,-26.48433333
Guttural,25.4915,3.615666667,17.888,16.30483333,-7.775666667,15.8265,-8.769166667,37.57566667,-12.93633333,40.2995,44.02066667,54.63466667,54.8515,0,0.132666667,2.298499039,2.256699671,8.64400254,1.228250155,2.59479722,-1.583666667,-25.66383333,-24.08016667
Non-Guttural,25.28083333,5.347666667,9.594,14.49833333,-6.155166667,0.856333333,2.092833333,31.61283333,-11.21483333,33.79266667,37.6055,48.02983333,49.11166667,0.056666667,0.131333333,3.044430799,2.547532039,8.119526319,1.29213657,2.031652475,4.904,-15.74916667,-20.65316667
Non-Guttural,26.66783333,3.441166667,12.6845,22.31866667,-3.8975,9.655,0.492833333,31.85783333,-13.20483333,42.10266667,46.23766667,56.98933333,57.35516667,0.025333333,0.1265,2.697270909,3.057929736,7.471922162,1.377462388,2.490097643,9.634166667,-16.58183333,-26.216
Non-Guttural,22.854,4.402666667,12.04466667,18.61416667,-7.328833333,5.9085,-0.302,37.493,-13.10516667,28.74866667,33.52283333,44.511,45.442,0.205833333,0.1125,2.715023236,2.630702406,8.246511923,1.468468352,2.160690749,6.5695,-19.37383333,-25.94333333
Non-Guttural,24.96733333,1.990333333,20.41416667,20.037,2.415166667,15.35983333,-4.769166667,33.21316667,-9.19,42.819,44.65716667,53.89966667,55.0335,0.084833333,0.128833333,2.180440585,3.441607098,7.088882061,1.628840182,2.604388456,-0.377166667,-17.999,-17.62183333
Non-Guttural,24.3735,2.2765,18.21283333,18.02816667,1.7375,14.295,-3.534333333,30.46666667,-8.7955,45.02133333,46.20483333,55.39633333,56.0565,0.171166667,0.132666667,2.237366403,3.875061044,6.695438333,1.647326535,2.605983277,-0.184333333,-16.47533333,-16.291
Non-Guttural,25.266,2.011833333,18.4695,19.57066667,2.208833333,13.296,-1.953333333,32.283,-9.134333333,43.61316667,47.33466667,56.72133333,57.21,0,0.137166667,2.179938876,3.758933867,6.825044546,1.692774437,2.636147148,1.101333333,-16.2605,-17.36183333
Guttural,25.264,2.276166667,19.67066667,18.768,-4.5135,12.0515,-2.102666667,38.74416667,-12.9705,41.11016667,44.90266667,54.20833333,55.28883333,0.078166667,0.1295,2.013874435,2.908269885,8.305146063,1.084744555,2.60279793,-0.902666667,-24.18433333,-23.28166667
Guttural,24.87616667,1.743833333,20.583,21.29316667,-5.631333333,12.15433333,-0.623833333,35.18983333,-13.06016667,39.4005,44.55866667,53.6915,53.9965,0,0.124166667,1.999366723,3.199426792,8.004530983,0.894188282,2.677740402,0.71,-26.21433333,-26.92433333
Guttural,24.44166667,2.7385,16.65266667,21.83016667,-2.822666667,11.5085,1.170666667,32.085,-12.92533333,42.30216667,45.44083333,53.754,53.25266667,0.5965,0.116166667,1.94489609,4.283554071,6.907341601,1.368139817,2.501666469,5.177333333,-19.47533333,-24.65266667
Non-Guttural,26.01933333,1.395166667,19.86416667,20.812,0.923166667,14.43,-3.838833333,34.0265,-7.637,45.58383333,50.567,60.2715,60.62233333,0.077166667,0.124833333,2.143694116,3.659011508,6.832791737,1.827889173,2.640682823,0.947333333,-18.94116667,-19.8885
Non-Guttural,25.60266667,1.267333333,18.79766667,20.97366667,2.837333333,13.296,-0.111833333,31.59166667,-8.1955,43.35116667,48.15716667,57.88466667,58.41783333,0,0.124833333,2.158267007,4.055572392,6.434324001,1.836615342,2.683943605,2.176166667,-15.96016667,-18.13633333
Non-Guttural,25.52616667,1.125,18.37483333,21.562,2.748333333,12.66233333,1.366833333,32.0055,-8.974166667,45.73,48.167,57.70116667,58.32633333,0.266166667,0.124833333,2.093402857,4.317478716,6.315749494,1.88477712,2.589083751,3.1875,-15.6265,-18.814
Non-Guttural,24.82533333,1.930666667,24.332,24.4975,0.170666667,14.734,-5.578833333,33.19416667,-6.39,41.6445,46.661,53.9,54.13183333,0,0.1025,2.028761009,3.377371071,7.186425888,2.075224365,2.676575431,0.1655,-24.16133333,-24.32683333
Non-Guttural,25.79066667,1.9725,18.95416667,20.79733333,1.1735,13.75066667,0.468166667,29.43133333,-8.1995,42.15783333,45.69783333,53.3565,52.511,0,0.131666667,2.259895419,4.128029451,6.155648899,1.947790968,2.700605727,1.843333333,-17.7805,-19.62383333
Non-Guttural,25.24283333,1.700333333,19.84866667,22.543,0.491166667,13.35,0.613833333,29.33766667,-7.487,43.76316667,48.0635,55.6935,55.3145,0,0.126833333,2.119642672,4.485705247,6.111815527,1.893005413,2.649075284,2.694333333,-19.35766667,-22.052
Guttural,25.95016667,2.234166667,21.803,28.3995,-8.168,15.92433333,-0.985,35.91583333,-14.4495,43.08083333,46.39266667,56.52333333,55.56816667,0,0.108666667,2.69377228,2.341987184,8.225006803,1.391282922,2.639437982,6.5965,-29.97116667,-36.56766667
Guttural,25.61,1.929166667,17.02733333,23.40316667,-7.841666667,15.27333333,0.7155,33.89566667,-15.21216667,44.88683333,48.7765,58.52983333,57.0765,0.0015,0.126333333,2.38697536,3.422631123,7.501471084,1.251124107,2.680019289,6.3755,-24.86933333,-31.24483333
Guttural,25.52633333,1.376833333,17.88583333,21.69416667,-10.498,15.555,-1.819666667,35.961,-14.47483333,44.14833333,46.82,57.05983333,56.37366667,0.0035,0.115833333,2.406558327,3.061156314,7.826513691,1.185062195,2.666703063,3.8085,-28.38383333,-32.19233333
Guttural,22.86616667,1.549333333,25.45933333,30.3555,-10.306,18.28966667,-8.131,40.5895,-14.08616667,39.70683333,44.09016667,52.47216667,50.88366667,0,0.096333333,2.471570961,1.691121266,9.141240304,1.308832842,2.60482189,4.896333333,-35.76516667,-40.6615
Guttural,24.96833333,2.133666667,28.14866667,33.1345,-7.575666667,17.36383333,-8.2075,36.6525,-9.405166667,44.65083333,49.94816667,58.09883333,56.13766667,0,0.119666667,2.865180993,1.840246096,8.525560078,1.216970305,2.656826008,4.985833333,-35.7245,-40.71033333
Guttural,24.98583333,2.241166667,19.84916667,24.619,-8.2195,14.21066667,-1.641833333,36.0825,-12.74533333,46.96266667,49.43566667,57.6165,55.804,0.194666667,0.101166667,2.436238386,3.016756343,7.861496605,1.185519697,2.556509473,4.7695,-28.06883333,-32.83833333
Non-Guttural,26.05366667,3.0675,18.32533333,16.82016667,-7.218833333,15.6175,-8.560333333,40.21266667,-14.16916667,41.77983333,45.87416667,56.10916667,56.5525,0,0.130166667,2.234910373,2.251581582,8.690119331,1.258675358,2.593698137,-1.505,-25.544,-24.039
Non-Guttural,24.88783333,2.6905,17.58166667,16.9325,-6.940833333,14.81783333,-8.396333333,39.62016667,-13.32016667,42.738,46.23883333,56.7495,56.95316667,0,0.134833333,2.280199662,2.289932562,8.62014864,1.189865868,2.635285673,-0.649166667,-24.52266667,-23.8735
Non-Guttural,26.56816667,2.170666667,17.24816667,17.9185,-6.753666667,15.11866667,-8.666166667,39.124,-13.33983333,45.63566667,49.2165,59.32716667,59.62766667,0.009833333,0.126333333,2.349420786,2.227034879,8.670683764,1.229740645,2.627621747,0.670666667,-24.00133333,-24.672
Non-Guttural,23.99233333,2.611666667,20.132,21.25233333,-2.294,19.156,-12.908,39.44833333,-11.47066667,41.71783333,45.72733333,55.571,55.73266667,0.018,0.1345,2.355233995,2.383496731,8.382049446,1.292064753,2.584307501,1.119833333,-22.4265,-23.54633333
Non-Guttural,26.416,2.674166667,16.16816667,18.88616667,-2.857,15.87583333,-8.476,38.53366667,-12.7995,45.592,48.57816667,59.12566667,58.55716667,0.372666667,0.133166667,2.488211083,2.312513349,8.140506649,1.431245347,2.60011044,2.718,-19.02533333,-21.74333333
Non-Guttural,26.05833333,2.7375,16.78933333,23.457,-2.058333333,16.15016667,-5.0535,36.7145,-13.8205,43.5745,46.86766667,58.01633333,58.15766667,0.356333333,0.134333333,2.513074655,2.666625581,7.74229421,1.416460872,2.627847829,6.667333333,-18.84766667,-25.515
Guttural,25.03333333,3.259833333,15.16933333,22.22416667,-0.029666667,12.88,-2.965833333,33.61433333,-12.1275,43.08033333,45.40116667,54.7175,55.37333333,0.254666667,0.151833333,2.34522389,2.879680525,7.340869284,1.996785487,2.667545085,7.0545,-15.19933333,-22.25383333
Guttural,26.84166667,3.672333333,13.23966667,22.4285,0.418833333,12.22083333,1.452166667,32.39366667,-15.00316667,45.18066667,47.37716667,56.641,56.90483333,0.300833333,0.1435,2.411323281,3.166402872,6.948709097,1.584646892,2.635667856,9.188833333,-12.82083333,-22.00966667
Guttural,26.2215,3.1685,13.65683333,23.506,1.021666667,12.286,2.191833333,32.0955,-14.7295,44.72366667,47.55233333,57.34766667,57.51333333,0,0.150666667,2.414892733,3.355972386,6.844555043,1.65421266,2.697536524,9.849166667,-12.63516667,-22.48433333
Guttural,26.66166667,4.832666667,13.69983333,17.72983333,-3.052833333,13.04966667,-2.7585,33.702,-12.774,46.67866667,46.92433333,56.00583333,55.74483333,0.519,0.1295,2.552185847,2.628847865,7.406197173,1.555597772,2.598024834,4.030166667,-16.75266667,-20.78283333
Guttural,27.95633333,4.337833333,14.0255,19.17066667,-3.582,12.80716667,-2.205333333,33.616,-14.3795,44.51683333,44.21216667,54.33216667,53.749,0.509166667,0.142333333,2.591461507,2.592893443,7.852947297,1.388189578,2.599020069,5.145333333,-17.6075,-22.75283333
Guttural,28.05433333,4.597666667,13.85566667,24.85916667,0.2325,13.719,-0.966,35.88033333,-17.19766667,51.33283333,54.86683333,62.79283333,62.158,0.606666667,0.1215,2.396132888,2.806123122,7.455027497,1.753310417,2.519239114,11.0035,-13.62316667,-24.62666667
Non-Guttural,26.38766667,3.266,20.51,25.06266667,-2.3625,17.357,-9.295,38.8365,-12.21166667,42.152,45.71433333,55.89983333,55.85816667,0,0.135,2.490902481,1.995610154,8.443084775,1.402378672,2.606018741,4.552666667,-22.87266667,-27.42533333
Non-Guttural,24.9755,2.364833333,18.24333333,25.52633333,0.438166667,16.486,-6.788666667,38.67033333,-13.268,42.43266667,48.01116667,58.08566667,58.47483333,0.527666667,0.123833333,2.334614282,2.463879753,8.063437482,1.818664785,2.564980002,7.283,-17.8055,-25.0885
Non-Guttural,26.4855,2.7,17.66766667,23.41833333,-0.697,15.04783333,-5.928833333,37.92916667,-12.82583333,45.64916667,48.9545,59.1825,59.93833333,0.519833333,0.144666667,2.372907531,2.48388214,7.962758781,1.649092348,2.616070547,5.751,-18.36483333,-24.11583333
Non-Guttural,26.278,1.507166667,19.6205,20.74616667,0.351666667,12.48766667,-2.358166667,36.00216667,-9.0015,42.80916667,49.37666667,59.49583333,60.18616667,0,0.1025,2.082143291,3.373042842,7.199628339,2.011313742,2.66044709,1.1255,-19.26916667,-20.39466667
Non-Guttural,25.991,1.5275,18.54616667,21.585,-0.0495,13.523,-2.4395,35.78183333,-9.7285,42.99716667,46.79783333,56.71583333,57.84683333,0.005,0.106666667,2.164968485,3.351229282,7.152610776,1.869723827,2.620800404,3.038833333,-18.5955,-21.63433333
